ID;Country;Year;VoiceAcc;YearsSchooling;FH;FH_trichot;PolViol;Pop;GDP_cap;GDP_growth;FH_t_10
1;AFGHANISTAN;1996;1.92;1.86;14;3;1.442307711;17481.8;;;14
1;AFGHANISTAN;1997;1.2;1.92;14;3;0.96;18034.13;;;14
1;AFGHANISTAN;1998;0.48;1.98;14;3;0.48;18511.48;;;12
1;AFGHANISTAN;1999;0.96;2.04;14;3;0.48;19038.42;;;14
1;AFGHANISTAN;2000;1.44;2.1;14;3;0.48;19701.94;;;14
1;AFGHANISTAN;2001;4.09;2.18;14;3;0.96;20531.16;;;14
1;AFGHANISTAN;2002;6.73;2.26;12;3;1.44;21487.079;;;12
1;AFGHANISTAN;2003;12.02;2.34;12;3;1.92;22507.368;;;14
1;AFGHANISTAN;2004;13.94;2.42;11;3;1.92;23499.85;940.4762943;-3.212378694;14
1;AFGHANISTAN;2005;13.46;2.5;10;2;2.4;24399.948;1039.408238;7.074087797;14
1;AFGHANISTAN;2006;13.94;2.6;10;2;1.44;25183.615;1095.655623;2.269490269;14
1;AFGHANISTAN;2007;16.35;2.8;10;2;1.44;25877.544;1245.059215;10.69016181;14
1;AFGHANISTAN;2008;13.46;2.9;11;3;0.48;26528.741;1283.040979;1.068035776;14
1;AFGHANISTAN;2009;8.53;3.1;12;3;0.47;27207.291;1525.517044;18.00239303;14
1;AFGHANISTAN;2010;7.58;3.2;12;3;1.42;27962.207;1629.167284;5.505838227;14
1;AFGHANISTAN;2011;9.39;3.2;12;3;1.42;28809.167;1712.58872;2.99405152;14
1;AFGHANISTAN;2012;11.37;3.2;12;3;1.9;29726.803;1933.396257;10.90225788;12
1;AFGHANISTAN;2013;13.27;3.2;12;3;1.42;30682.5;1937.855965;-1.240896837;12
1;AFGHANISTAN;2014;15.76;3.2;12;3;2.91;31627.506;1945.502421;-1.049105959;11
2;ALBANIA;1996;24.52;8.06;8;2;31.25;3092.034;3245.557558;9.780180443;14
2;ALBANIA;1997;30.29;8.17;8;2;28.13;3092.471;2982.992396;-9.636603785;14
2;ALBANIA;1998;36.06;8.28;9;2;25;3102.898;3419.771141;13.41149636;14
2;ALBANIA;1999;38.22;8.39;9;2;25.72;3114.851;3847.075755;10.79953375;14
2;ALBANIA;2000;40.38;8.5;9;2;26.44;3121.965;4248.837891;7.986067934;13
2;ALBANIA;2001;43.99;8.56;7;2;28.61;3124.093;4693.704198;8.008890005;8
2;ALBANIA;2002;47.6;8.62;6;2;30.77;3123.112;5067.766077;7.453765167;7
2;ALBANIA;2003;48.56;8.68;6;2;34.62;3117.045;5441.827957;6.89864033;6
2;ALBANIA;2004;50.48;8.74;6;2;29.33;3103.758;5815.889837;6.343515492;7
2;ALBANIA;2005;52.88;8.8;6;2;29.33;3082.172;6365.680884;6.04123409;7
2;ALBANIA;2006;49.52;8.9;6;2;29.81;3050.741;7181.108228;5.664561245;8
2;ALBANIA;2007;51.44;8.9;6;2;37.98;3010.849;7659.173527;6.70344251;8
2;ALBANIA;2008;53.85;9;6;2;43.06;2968.026;8769.11767;8.364645265;9
2;ALBANIA;2009;53.55;9;6;2;42.65;2929.886;9345.093762;4.053089488;9
2;ALBANIA;2010;53.55;9.1;6;2;39.62;2901.883;9297.492753;4.223051185;9
2;ALBANIA;2011;51.64;9.3;6;2;38.21;2886.01;9640.130216;2.836285586;7
2;ALBANIA;2012;50.24;9.3;6;2;40.28;2880.667;9666.697322;1.774041281;6
2;ALBANIA;2013;51.18;9.3;6;2;48.82;2883.281;9925.906623;1.52673864;6
2;ALBANIA;2014;54.68;9.3;6;2;61.65;2889.676;10428.45587;2.001777663;6
3;ALGERIA;1996;12.5;4.98;12;3;4.33;29411.839;7062.546728;2.303619504;12
3;ALGERIA;1997;11.3;5.21;12;3;4.57;29887.717;7146.809613;-0.509733789;12
3;ALGERIA;1998;10.1;5.44;11;3;4.81;30336.88;7480.395989;3.543909739;11
3;ALGERIA;1999;11.54;5.67;11;3;6.97;30766.551;7728.445612;1.758759457;10
3;ALGERIA;2000;12.98;5.9;11;3;9.13;31183.658;7970.150166;0.832991878;8
3;ALGERIA;2001;15.14;6.1;11;3;7.93;31590.32;8418.00674;3.265847351;8
3;ALGERIA;2002;17.31;6.3;11;3;6.73;31990.387;9005.56049;3.163137696;13
3;ALGERIA;2003;17.31;6.5;11;3;5.29;32394.886;9593.11424;3.060428042;13
3;ALGERIA;2004;24.52;6.7;11;3;10.58;32817.225;10180.66799;2.957718387;14
3;ALGERIA;2005;26.44;6.9;11;3;20.67;33267.887;10977.48343;4.465430214;12
3;ALGERIA;2006;22.12;7;11;3;15.87;33749.328;11342.94057;0.249228899;12
3;ALGERIA;2007;19.71;7.2;11;3;14.42;34261.971;11860.57912;1.852882753;12
3;ALGERIA;2008;19.71;7.3;11;3;14.83;34811.059;12140.53624;0.391115421;11
3;ALGERIA;2009;17.06;7.5;11;3;13.27;35401.79;12221.06985;-0.095365626;11
3;ALGERIA;2010;18.01;7.6;11;3;11.32;36036.159;12590.0815;1.776424875;11
3;ALGERIA;2011;18.31;7.6;11;3;10.38;36717.132;12964.82721;0.893441321;11
3;ALGERIA;2012;21.8;7.6;11;3;9.95;37439.427;13370.07927;1.307090497;11
3;ALGERIA;2013;22.75;7.6;11;3;12.32;38186.135;13676.47165;0.789804876;11
3;ALGERIA;2014;22.66;7.6;11;3;10.19;38934.334;14167.33968;2.099514767;11
4;ANGOLA;1996;5.77;;12;3;3.37;13424.813;2128.246248;8.034611642;14
4;ANGOLA;1997;7.21;;12;3;2.4;13801.868;2271.872645;4.952266099;14
4;ANGOLA;1998;8.65;;12;3;1.44;14187.71;2386.096382;3.900152199;14
4;ANGOLA;1999;8.65;;12;3;1.68;14601.983;2430.140381;0.310782328;14
4;ANGOLA;2000;8.65;4.4;12;3;1.92;15058.638;2482.660549;-0.111777375;14
4;ANGOLA;2001;10.58;4.4;12;3;5.53;15562.791;2560.688164;0.844751195;10
4;ANGOLA;2002;12.5;4.4;11;3;9.13;16109.696;2792.676474;2.898706547;12
4;ANGOLA;2003;12.5;4.4;11;3;19.23;16691.395;3024.664784;4.9526619;14
4;ANGOLA;2004;12.98;4.4;11;3;17.79;17295.5;3256.653095;7.006617253;14
4;ANGOLA;2005;12.02;4.4;11;3;21.15;17912.942;3838.264559;14.18511365;12
4;ANGOLA;2006;12.02;4.5;11;3;28.85;18541.467;4614.590787;16.64240426;12
4;ANGOLA;2007;14.9;4.5;11;3;23.56;19183.907;5613.232162;18.48759852;12
4;ANGOLA;2008;16.35;4.6;11;3;31.58;19842.251;6298.012409;10.04081846;12
4;ANGOLA;2009;14.22;4.7;11;3;31.75;20520.103;6284.274866;-0.970191715;12
4;ANGOLA;2010;14.69;4.7;11;3;37.26;21219.954;6360.848955;-0.0028121;12
4;ANGOLA;2011;15.49;4.7;11;3;35.38;21942.296;6524.481181;0.497589121;12
4;ANGOLA;2012;16.59;4.7;11;3;35.55;22685.632;6755.170619;1.709831247;11
4;ANGOLA;2013;16.11;4.7;11;3;34.12;23448.202;7083.903435;3.326763574;11
4;ANGOLA;2014;16.75;4.7;11;3;34.47;24227.524;7227.440771;0.559093566;11
5;ANTIGUA AND BARBUDA;1996;59.13;;7;2;66.35;70.245;13236.86423;3.858527517;5
5;ANTIGUA AND BARBUDA;1997;58.65;;7;2;66.83;72.232;13732.76676;2.000580591;5
5;ANTIGUA AND BARBUDA;1998;58.17;;7;2;67.31;74.206;14108.11199;1.630260426;5
5;ANTIGUA AND BARBUDA;1999;58.65;;7;2;67.31;76.041;14554.48073;1.608971312;5
5;ANTIGUA AND BARBUDA;2000;59.13;;6;2;67.31;77.648;15312.5664;2.867828909;5
5;ANTIGUA AND BARBUDA;2001;57.21;;6;2;68.27;78.972;14907.07253;-4.81723262;6
5;ANTIGUA AND BARBUDA;2002;55.29;;6;2;69.23;80.03;15802.67373;-1.798937382;6
5;ANTIGUA AND BARBUDA;2003;54.81;;6;2;75.96;80.904;16698.27494;1.219357857;7
5;ANTIGUA AND BARBUDA;2004;65.38;;4;1;89.42;81.718;17593.87615;4.237653096;7
5;ANTIGUA AND BARBUDA;2005;64.42;;4;1;74.04;82.565;19067.06823;4.994964707;7
5;ANTIGUA AND BARBUDA;2006;68.75;;4;1;73.56;83.467;22040.91356;12.15117928;7
5;ANTIGUA AND BARBUDA;2007;65.38;;4;1;76.92;84.397;24503.84472;8.292337393;7
5;ANTIGUA AND BARBUDA;2008;66.83;;4;1;76.08;85.35;24723.11177;-1.046261783;7
5;ANTIGUA AND BARBUDA;2009;67.77;;5;1;71.09;86.3;21671.37561;-13.00433239;7
5;ANTIGUA AND BARBUDA;2010;63.51;8.9;5;1;80.19;87.233;20151.30979;-8.136142884;6
5;ANTIGUA AND BARBUDA;2011;64.79;8.9;5;1;80.66;88.152;19987.92414;-2.817256194;6
5;ANTIGUA AND BARBUDA;2012;67.3;8.9;4;1;81.04;89.069;20946.70078;2.948620195;6
5;ANTIGUA AND BARBUDA;2013;66.82;8.9;4;1;81.04;89.985;21027.39764;-1.08858484;6
5;ANTIGUA AND BARBUDA;2014;67.98;8.9;4;1;81.55;90.9;21799.80015;2.182476884;4
6;ARGENTINA;1996;59.62;8.62;5;1;47.12;35419.683;9261.72;4.260879593;3
6;ARGENTINA;1997;56.49;8.74;5;1;42.79;35833.965;9851.19;6.861158276;3
6;ARGENTINA;1998;53.37;8.86;6;1;38.46;36241.578;9946.78;2.682164521;3
6;ARGENTINA;1999;55.29;8.98;5;1;43.27;36648.054;9336.53;-4.457041727;3
6;ARGENTINA;2000;57.21;9.1;3;1;48.08;37057.453;9263.31;-1.885050636;4
6;ARGENTINA;2001;55.05;9.1;6;2;34.38;37471.535;8672.46;-5.465176962;4
6;ARGENTINA;2002;52.88;9.1;6;2;20.67;37889.443;3110.56;-1.027068615;5
6;ARGENTINA;2003;57.69;9.1;4;1;33.65;38309.475;4035.07;3.411039731;5
6;ARGENTINA;2004;59.13;9.1;4;1;26.44;38728.778;4758.37;7.849148078;5
6;ARGENTINA;2005;57.69;9.1;4;1;46.15;39145.491;5724.14;8.036045269;5
6;ARGENTINA;2006;58.17;9;4;1;46.63;39558.75;6743.92;7.270414657;5
6;ARGENTINA;2007;58.17;8.9;4;1;47.6;39969.903;8366.5;6.854978375;5
6;ARGENTINA;2008;57.69;8.9;4;1;41.63;40381.86;10158.2;2.023422732;6
6;ARGENTINA;2009;55.92;9.3;4;1;36.97;40798.641;9389.09;-0.972042657;5
6;ARGENTINA;2010;57.35;9.8;4;1;42.92;41222.875;11318.2;8.325187198;3
6;ARGENTINA;2011;56.81;9.8;4;1;51.42;41655.616;13540.01;7.260474555;6
6;ARGENTINA;2012;56.87;9.8;4;1;48.82;42095.224;14559.04;-0.250930743;6
6;ARGENTINA;2013;56.4;9.8;4;1;47.87;42538.304;14739.6;1.813695577;4
6;ARGENTINA;2014;58.62;9.8;4;1;49.03;42980.026;12735.2;-0.563303534;4
7;ARMENIA;1996;25.96;10.52;9;2;28.37;3173.425;1731.806565;7.524993131;
7;ARMENIA;1997;31.49;10.59;9;2;25.24;3137.652;1840.695998;4.499064056;
7;ARMENIA;1998;37.02;10.66;8;2;22.12;3112.958;2012.338883;8.151173129;
7;ARMENIA;1999;36.54;10.73;8;2;22.12;3093.82;2123.613226;3.939001429;
7;ARMENIA;2000;36.06;10.8;8;2;22.12;3076.098;2313.33193;6.510110536;
7;ARMENIA;2001;35.82;10.8;8;2;27.4;3060.036;2605.771599;10.13169969;10
7;ARMENIA;2002;35.58;10.8;8;2;32.69;3047.249;3069.895438;10.37076517;7
7;ARMENIA;2003;33.65;10.8;8;2;50;3036.42;3534.019277;10.60983065;7
7;ARMENIA;2004;31.25;10.8;9;2;40.38;3025.982;3998.143117;10.84889612;7
7;ARMENIA;2005;29.81;10.8;9;2;43.75;3014.917;4716.243257;14.28360803;8
7;ARMENIA;2006;26.44;10.8;9;2;35.58;3002.161;5526.092779;13.67897497;9
7;ARMENIA;2007;27.4;10.8;9;2;47.12;2988.117;6483.50461;14.2838175;9
7;ARMENIA;2008;23.56;10.8;10;2;44.02;2975.029;7097.912139;7.370283552;8
7;ARMENIA;2009;24.17;10.8;10;2;51.66;2966.108;6158.301414;-13.89178228;8
7;ARMENIA;2010;25.59;10.8;10;2;48.11;2963.496;6376.268192;2.290078204;8
7;ARMENIA;2011;28.64;10.8;10;2;42.92;2967.984;6803.482997;4.541679199;8
7;ARMENIA;2012;30.33;10.8;9;2;50.71;2978.339;7398.453052;6.827290248;8
7;ARMENIA;2013;29.38;10.8;9;2;49.76;2992.192;7735.518448;3.020824363;8
7;ARMENIA;2014;30.54;10.8;9;2;37.86;3006.154;8077.533287;2.91976153;9
8;AUSTRALIA;1996;92.31;11.82;2;1;97.12;18318.34;22020.42069;2.590538246;2
8;AUSTRALIA;1997;92.79;11.84;2;1;89.66;18512.971;22938.79639;2.787113958;2
8;AUSTRALIA;1998;93.27;11.86;2;1;82.21;18709.175;24220.63921;3.348101685;2
8;AUSTRALIA;1999;94.47;11.88;2;1;87.98;18906.936;25269.82348;3.811404331;2
8;AUSTRALIA;2000;95.67;11.9;2;1;93.75;19107.251;26333.88583;2.640931303;2
8;AUSTRALIA;2001;95.43;11.94;2;1;89.9;19308.681;27386.21809;0.563529053;2
8;AUSTRALIA;2002;95.19;11.98;2;1;86.06;19514.385;28697.01987;1.361024752;2
8;AUSTRALIA;2003;94.71;12.02;2;1;75.48;19735.255;30007.82166;2.158520452;2
8;AUSTRALIA;2004;94.71;12.06;2;1;78.85;19985.475;31318.62345;2.956016152;2
8;AUSTRALIA;2005;95.19;12.1;2;1;76.44;20274.282;32571.82012;1.863177116;2
8;AUSTRALIA;2006;95.19;12.2;2;1;77.4;20606.228;34325.01757;1.482472479;2
8;AUSTRALIA;2007;94.23;12.2;2;1;79.33;20975.949;36555.77754;3.113997129;2
8;AUSTRALIA;2008;94.71;12.4;2;1;79.43;21370.348;37494.5934;1.644762002;2
8;AUSTRALIA;2009;94.31;12.5;2;1;76.3;21770.69;40192.72674;-0.343461082;2
8;AUSTRALIA;2010;94.79;12.6;2;1;77.83;22162.863;39086.41594;0.388623544;2
8;AUSTRALIA;2011;95.77;12.7;2;1;74.53;22542.371;41705.94508;0.909526453;2
8;AUSTRALIA;2012;96.21;12.8;2;1;81.52;22911.375;43011.45689;1.956003886;2
8;AUSTRALIA;2013;94.31;12.8;2;1;83.41;23270.465;43208.77915;0.749401961;2
8;AUSTRALIA;2014;93.6;12.8;2;1;87.38;23622.353;43901.55485;0.883226875;2
9;AUSTRIA;1996;93.75;8.78;2;1;96.63;8000.453;24598.01766;2.260162465;2
9;AUSTRIA;1997;93.03;8.86;2;1;91.35;8015.256;25551.72635;2.089279712;2
9;AUSTRIA;1998;92.31;8.94;2;1;86.06;8023.166;26741.89297;3.446360342;2
9;AUSTRIA;1999;91.35;9.02;2;1;80.29;8032.953;27752.71366;3.388666638;2
9;AUSTRIA;2000;90.38;9.1;2;1;74.52;8050.884;29574.16378;3.120121602;2
9;AUSTRIA;2001;90.63;9.26;2;1;84.86;8078.877;29849.37704;0.963284522;2
9;AUSTRIA;2002;90.87;9.42;2;1;95.19;8114.698;31169.50068;1.332356711;2
9;AUSTRIA;2003;90.87;9.58;2;1;80.77;8155.466;32489.62432;1.7014289;2
9;AUSTRIA;2004;92.31;9.74;2;1;84.62;8196.624;33809.74796;2.070501089;2
9;AUSTRIA;2005;90.38;9.9;2;1;86.54;8234.858;34691.21582;1.447231762;2
9;AUSTRIA;2006;94.23;10.1;2;1;86.54;8269.372;37649.52898;2.840710918;2
9;AUSTRIA;2007;95.19;10.3;2;1;96.15;8301.29;39238.30181;3.28613582;2
9;AUSTRIA;2008;94.23;10.5;2;1;96.65;8331.465;41151.58645;1.229905981;2
9;AUSTRIA;2009;94.79;10.6;2;1;90.05;8361.362;40633.38989;-4.050771241;2
9;AUSTRIA;2010;95.26;10.8;2;1;89.15;8391.986;41804.23017;1.635497808;2
9;AUSTRIA;2011;94.84;10.8;2;1;90.57;8423.559;44028.77404;2.724576696;2
9;AUSTRIA;2012;95.26;10.8;2;1;94.31;8455.477;44872.63517;0.424925928;2
9;AUSTRIA;2013;96.21;10.8;2;1;96.21;8486.962;45081.47812;-0.355708034;2
9;AUSTRIA;2014;95.07;10.8;2;1;96.12;8516.916;46164.94432;-0.347029209;2
10;AZERBAIJAN;1996;14.42;;11;3;18.75;7852.287;2471.584665;0.282172039;
10;AZERBAIJAN;1997;16.59;;10;2;19.23;7921.789;2634.158617;4.784282725;
10;AZERBAIJAN;1998;18.75;;10;2;19.71;7984.531;2901.351656;8.960887423;
10;AZERBAIJAN;1999;20.67;;10;2;19.47;8047.997;3136.093872;6.461583364;
10;AZERBAIJAN;2000;22.6;10.6;11;2;19.23;8117.742;3534.329124;10.19102938;
10;AZERBAIJAN;2001;21.63;10.62;11;2;16.83;8195.648;3942.084853;9.051822172;10
10;AZERBAIJAN;2002;20.67;10.64;11;2;14.42;8280.599;4478.539507;9.114378098;10
10;AZERBAIJAN;2003;20.67;10.66;11;3;19.71;8371.536;5014.994161;9.176934025;12
10;AZERBAIJAN;2004;18.75;10.68;11;3;15.87;8466.304;5551.448814;9.239489951;12
10;AZERBAIJAN;2005;15.38;10.7;11;3;16.83;8563.398;7169.150408;25.11443921;12
10;AZERBAIJAN;2006;13.46;10.7;11;3;16.35;8662.137;9830.162559;33.03048728;11
10;AZERBAIJAN;2007;13.94;10.7;11;3;24.52;8763.359;12477.38461;23.63913264;10
10;AZERBAIJAN;2008;12.02;10.7;11;3;32.54;8868.713;13799.78607;8.470613513;10
10;AZERBAIJAN;2009;12.8;10.8;11;3;35.07;8980.488;14900.50857;7.162544171;10
10;AZERBAIJAN;2010;12.32;11.2;11;3;35.85;9099.893;15627.60556;3.6141875;11
10;AZERBAIJAN;2011;12.21;11.2;11;3;29.25;9227.512;15754.15236;-1.229479184;11
10;AZERBAIJAN;2012;14.22;11.2;11;3;23.7;9361.477;16173.44724;0.850986009;11
10;AZERBAIJAN;2013;10.9;11.2;12;3;32.7;9497.496;17142.75992;4.437066291;11
10;AZERBAIJAN;2014;7.88;11.2;12;3;29.13;9629.779;17515.62376;0.705758746;11
11;BAHAMAS, THE;1996;81.73;;3;1;82.21;283.792;16888.92368;2.886361644;4
11;BAHAMAS, THE;1997;83.41;;3;1;81.25;286.968;17338.20087;0.932672177;5
11;BAHAMAS, THE;1998;85.1;;3;1;80.29;290.054;18157.7264;3.602353564;5
11;BAHAMAS, THE;1999;85.82;;2;1;84.13;293.572;19515.95645;5.860175573;5
11;BAHAMAS, THE;2000;86.54;10.9;2;1;87.98;297.891;20486.83722;2.639228993;5
11;BAHAMAS, THE;2001;87.02;10.9;2;1;83.89;303.138;21131.66875;0.849285437;5
11;BAHAMAS, THE;2002;87.5;10.9;2;1;79.81;309.17;21294.24401;0.153399772;3
11;BAHAMAS, THE;2003;82.21;10.9;2;1;72.6;315.757;21456.81928;-0.542485892;3
11;BAHAMAS, THE;2004;82.21;10.9;2;1;78.37;322.539;21619.39454;-1.238371556;3
11;BAHAMAS, THE;2005;77.88;10.9;2;1;79.33;329.243;22602.88614;1.289972155;3
11;BAHAMAS, THE;2006;79.81;10.9;2;1;74.52;335.801;23417.23425;0.514768573;3
11;BAHAMAS, THE;2007;86.06;10.9;2;1;72.12;342.259;23928.02117;-0.467646997;3
11;BAHAMAS, THE;2008;86.54;10.9;2;1;72.73;348.587;23397.81566;-4.097078889;3
11;BAHAMAS, THE;2009;78.2;10.9;2;1;77.73;354.78;22196.81936;-5.847965134;2
11;BAHAMAS, THE;2010;76.3;10.9;2;1;83.96;360.83;22431.13755;-0.16371155;2
11;BAHAMAS, THE;2011;75.59;10.9;2;1;88.21;366.711;22665.16756;-1.000641803;2
11;BAHAMAS, THE;2012;75.36;10.9;2;1;91;372.388;23224.10896;0.659025156;2
11;BAHAMAS, THE;2013;74.88;10.9;2;1;90.05;377.841;23235.11383;-1.421487396;2
11;BAHAMAS, THE;2014;80.79;10.9;2;1;83.98;383.054;23491.12335;-0.352037769;2
12;BAHRAIN;1996;25;7.38;13;3;32.69;579.855;32494.60626;1.214844655;10
12;BAHRAIN;1997;20.19;7.61;13;3;33.17;597.834;33048.33142;-0.007374302;10
12;BAHRAIN;1998;15.38;7.84;13;3;33.65;618.054;33861.90558;1.361736235;10
12;BAHRAIN;1999;16.83;8.07;13;3;38.46;640.904;34579.99295;0.581415559;11
12;BAHRAIN;2000;18.27;8.3;13;3;43.27;666.855;35792.04525;1.202192176;11
12;BAHRAIN;2001;24.04;8.44;11;3;46.15;694.893;36005.75447;-1.644342096;11
12;BAHRAIN;2002;29.81;8.58;10;2;49.04;725.365;36911.99979;-0.816828914;11
12;BAHRAIN;2003;26.44;8.72;10;2;58.65;761.595;37818.2451;0.010684267;12
12;BAHRAIN;2004;28.37;8.86;10;2;55.77;807.989;38724.49042;0.838197448;12
12;BAHRAIN;2005;25.48;9;10;2;45.67;867.014;39770.7607;-0.499728002;12
12;BAHRAIN;2006;23.08;9.1;10;2;32.21;940.808;40220.94255;-1.882489593;13
12;BAHRAIN;2007;24.52;9.2;10;2;36.54;1026.568;40979.87133;-0.754360659;13
12;BAHRAIN;2008;22.6;9.3;10;2;35.89;1115.777;40843.84586;-2.249419991;13
12;BAHRAIN;2009;26.54;9.3;11;3;39.81;1196.774;39343.22525;-4.400062412;13
12;BAHRAIN;2010;19.91;9.4;11;3;27.83;1261.319;39423.65113;-1.004658054;13
12;BAHRAIN;2011;13.15;9.4;12;3;18.4;1306.014;39676.71702;-1.39393443;11
12;BAHRAIN;2012;10.9;9.4;12;3;15.17;1333.577;40973.70856;1.447684245;10
12;BAHRAIN;2013;12.32;9.4;12;3;8.53;1349.427;43289.30607;4.100272626;10
12;BAHRAIN;2014;11.33;9.4;13;3;14.56;1361.93;45478.93884;3.547385966;10
13;BANGLADESH;1996;47.6;3.38;6;2;25;120987.124;1094.567156;2.311846241;9
13;BANGLADESH;1997;46.39;3.46;6;2;27.16;123574.107;1138.934292;2.302435123;9
13;BANGLADESH;1998;45.19;3.54;6;2;29.33;126169.583;1185.98771;3.013395652;9
13;BANGLADESH;1999;43.03;3.62;7;2;26.44;128746.273;1235.147507;2.575318678;8
13;BANGLADESH;2000;40.87;3.7;7;2;23.56;131280.739;1304.442349;3.26053441;10
13;BANGLADESH;2001;37.26;3.84;7;2;20.67;133776.064;1375.759104;3.117281066;5
13;BANGLADESH;2002;33.65;3.98;8;2;17.79;136228.456;1447.640863;3.265883778;5
13;BANGLADESH;2003;28.85;4.12;8;2;17.31;138600.174;1519.522622;3.41448649;6
13;BANGLADESH;2004;26.92;4.26;8;2;10.1;140843.786;1591.404381;3.563089202;6
13;BANGLADESH;2005;29.33;4.4;8;2;4.33;142929.979;1724.427702;4.980955958;7
13;BANGLADESH;2006;32.69;4.6;8;2;8.65;144839.238;1871.000126;5.265728414;6
13;BANGLADESH;2007;31.25;4.7;9;2;9.13;146592.687;2031.778509;5.778068516;6
13;BANGLADESH;2008;33.17;4.8;8;2;9.57;148252.473;2171.629718;4.826894185;6
13;BANGLADESH;2009;38.86;4.9;7;2;9;149905.836;2273.164187;3.886546;7
13;BANGLADESH;2010;37.44;5.1;7;2;9.91;151616.777;2401.71873;4.380462315;7
13;BANGLADESH;2011;37.09;5.1;7;2;8.96;153405.612;2579.335048;5.222922022;7
13;BANGLADESH;2012;34.6;5.1;7;2;9;155257.387;2763.510692;5.250940101;8
13;BANGLADESH;2013;35.07;5.1;7;2;7.58;157157.394;2937.403803;4.731909158;8
13;BANGLADESH;2014;32.51;5.1;8;2;17.96;159077.513;3124.366886;4.835365706;8
14;BARBADOS;1996;93.27;8.46;2;1;81.73;265.94;9417.091711;1.459518763;2
14;BARBADOS;1997;93.03;8.52;2;1;81.73;266.944;10152.44607;5.994567134;2
14;BARBADOS;1998;92.79;8.58;2;1;81.73;267.949;10644.5875;3.721867856;2
14;BARBADOS;1999;92.79;8.64;2;1;82.21;268.92;11047.65012;2.222220982;2
14;BARBADOS;2000;92.79;8.7;2;1;82.69;269.838;11519.59562;1.951971183;2
14;BARBADOS;2001;92.55;8.8;2;1;82.21;270.686;11445.68061;-2.855473297;2
14;BARBADOS;2002;92.31;8.9;2;1;81.73;271.479;11820.58669;-1.528659736;2
14;BARBADOS;2003;89.42;9;2;1;79.81;272.261;12195.49277;-0.201846175;2
14;BARBADOS;2004;87.5;9.1;2;1;89.9;273.091;12570.39885;1.124967386;2
14;BARBADOS;2005;83.17;9.2;2;1;87.98;274.013;13448.04174;3.646841553;2
14;BARBADOS;2006;86.54;9.2;2;1;78.85;275.04;14597.48309;5.31181717;2
14;BARBADOS;2007;86.54;9.3;2;1;86.54;276.154;15174.91552;1.260807934;2
14;BARBADOS;2008;82.21;9.3;2;1;88.04;277.315;15460.68303;-0.076945972;2
14;BARBADOS;2009;88.63;9.3;2;1;87.2;278.466;14871.49059;-4.535895676;2
14;BARBADOS;2010;89.57;9.4;2;1;87.74;279.566;15031.89948;-0.140993996;2
14;BARBADOS;2011;88.26;9.4;2;1;92.92;280.602;15401.54965;0.38649724;2
14;BARBADOS;2012;87.68;9.4;2;1;92.42;281.58;15625.03932;-0.338070163;2
14;BARBADOS;2013;87.68;9.4;2;1;92.89;282.503;13393.65705;-15.53932027;2
14;BARBADOS;2014;91.63;9.4;2;1;97.57;283.38;13575.12052;-0.102651631;2
15;BELARUS;1996;17.31;;12;3;45.67;10126.941;4039.672271;3.144015748;
15;BELARUS;1997;19.95;;12;3;46.15;10091.181;4596.672555;11.87348028;
15;BELARUS;1998;22.6;;12;3;46.63;10051.298;5060.880414;8.916754395;
15;BELARUS;1999;16.59;;12;3;47.6;10005.259;5331.032627;3.750333832;
15;BELARUS;2000;10.58;;12;3;48.56;9952.055;5785.874211;6.117241379;
15;BELARUS;2001;9.62;;12;3;50.48;9891.535;6245.425069;5.53753894;8
15;BELARUS;2002;8.65;;12;3;52.4;9825.802;6996.157121;7.764084934;7
15;BELARUS;2003;8.17;;12;3;68.75;9758.817;7746.889173;9.990630928;9
15;BELARUS;2004;5.77;;13;3;52.88;9695.791;8497.621225;12.21717692;8
15;BELARUS;2005;3.37;9.3;13;3;57.21;9640.616;9662.054213;10.1585429;10
15;BELARUS;2006;4.33;9.7;13;3;51.44;9594.233;11022.08635;10.6757601;12
15;BELARUS;2007;4.81;10.2;13;3;55.29;9556.061;12345.10552;9.099832636;12
15;BELARUS;2008;6.73;10.6;13;3;63.16;9526.453;13917.75669;10.57010915;12
15;BELARUS;2009;7.58;11.5;13;3;62.56;9505.319;14082.5382;0.42133165;12
15;BELARUS;2010;7.11;11.5;13;3;41.04;9492.122;15385.45921;7.933783669;12
15;BELARUS;2011;4.69;11.5;13;3;41.98;9487.674;16603.38953;5.733117467;12
15;BELARUS;2012;6.16;11.5;13;3;45.97;9490.962;17210.43917;1.828134939;12
15;BELARUS;2013;5.69;11.5;13;3;45.5;9497.294;17650.67853;1.05224572;12
15;BELARUS;2014;6.9;11.5;13;3;51.94;9500.422;18184.86358;1.544892305;13
16;BELGIUM;1996;92.79;9.76;3;1;92.79;10185.077;23249.20698;1.35293668;2
16;BELGIUM;1997;91.83;9.82;3;1;86.06;10201.758;24253.76617;3.492635517;2
16;BELGIUM;1998;90.87;9.88;3;1;79.33;10216.867;24769.8637;1.78870865;2
16;BELGIUM;1999;91.59;9.94;3;1;80.53;10237.402;25869.43515;3.478596506;2
16;BELGIUM;2000;92.31;10;3;1;81.73;10268.38;28218.26918;3.29960224;2
16;BELGIUM;2001;93.27;10.12;3;1;84.62;10311.331;29136.48683;0.577664578;2
16;BELGIUM;2002;94.23;10.24;2;1;87.5;10364.613;30073.07891;1.381143509;2
